Commodity,Year,Value,State,ProdPractice
HAY,2007,.00000,WEST VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,5.70000,CONNECTICUT,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,6.90000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,6.80000,FLORIDA,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2002,1.20000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,17.70000,SOUTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,ARKANSAS,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.00000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.00000,KENTUCKY,"IRRIGATED, NONE OF CROP"
CORN,2007,21.80000,INDIANA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.50000,MONTANA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.00000,IDAHO,"IRRIGATED, PART OF CROP"
HAY,2012,3.80000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.70000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,3.00000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,NEVADA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,OHIO,"IRRIGATED, NONE OF CROP"
HAY,2007,4.70000,CALIFORNIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.50000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2002,3.50000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.60000,MARYLAND,"IRRIGATED, ENTIRE CROP"
HAY,2007,5.80000,KANSAS,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.10000,NEW YORK,"IRRIGATED, NONE OF CROP"
SUGARCANE,2002,36.80000,TEXAS,"IRRIGATED, NONE OF CROP"
HAY,2002,1.40000,OHIO,"IRRIGATED, NONE OF CROP"
CORN,2007,16.10000,OKLAHOMA,"IRRIGATED, PART OF CROP"
HAY,2002,1.80000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,VERMONT,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,MISSOURI,"IRRIGATED, PART OF CROP"
HAY,2007,4.40000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.20000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.30000,WISCONSIN,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,3.10000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,5.30000,COLORADO,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,VERMONT,"IRRIGATED, NONE OF CROP"
HAY,2007,3.00000,CALIFORNIA,"IRRIGATED, ENTIRE CROP"
CORN,2007,14.20000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,INDIANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,6.10000,CONNECTICUT,"IRRIGATED, NONE OF CROP"
HAY,2007,3.30000,ARKANSAS,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,6.30000,MINNESOTA,"IRRIGATED, NONE OF CROP"
CORN,2007,15.20000,SOUTH DAKOTA,"IRRIGATED, ENTIRE CROP"
SUGARCANE,2007,38.70000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAY,2002,4.50000,IDAHO,"IRRIGATED, ENTIRE CROP"
CORN,2007,16.50000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,5.30000,MONTANA,"IRRIGATED, PART OF CROP"
CORN,2002,21.80000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.30000,ARKANSAS,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,7.60000,US TOTAL,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,7.90000,INDIANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,WYOMING,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.00000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAY,2007,2.90000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.00000,FLORIDA,"IRRIGATED, PART OF CROP"
HAY,2002,1.00000,MONTANA,"IRRIGATED, NONE OF CROP"
CORN,2007,22.30000,MONTANA,"IRRIGATED, ENTIRE CROP"
CORN,2012,26.30000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,.00000,MICHIGAN,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,5.70000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,4.20000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,4.20000,OHIO,"IRRIGATED, NONE OF CROP"
CORN,2002,.00000,RHODE ISLAND,"IRRIGATED, PART OF CROP"
SUGARBEETS,2002,18.40000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,CONNECTICUT,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,8.70000,TEXAS,"IRRIGATED, ENTIRE CROP"
CORN,2002,19.10000,IOWA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.00000,MARYLAND,"IRRIGATED, NONE OF CROP"
HAY,2007,1.20000,DELAWARE,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,1.90000,IDAHO,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
CORN,2002,.00000,HAWAII,"IRRIGATED, ENTIRE CROP"
HAY,2012,.00000,MASSACHUSETTS,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.00000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,MASSACHUSETTS,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,3.70000,MASSACHUSETTS,"IRRIGATED, PART OF CROP"
HAY,2002,6.00000,WASHINGTON,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.10000,COLORADO,"IRRIGATED, NONE OF CROP"
HAY,2002,1.70000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.60000,OKLAHOMA,"IRRIGATED, PART OF CROP"
HAY,2007,1.70000,ARKANSAS,"IRRIGATED, NONE OF CROP"
HAY,2007,1.80000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAY,2007,2.10000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,4.90000,MAINE,"IRRIGATED, PART OF CROP"
HAY,2007,3.60000,COLORADO,"IRRIGATED, ENTIRE CROP"
HAY,2007,.80000,VIRGINIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,FLORIDA,"IRRIGATED, PART OF CROP"
HAY,2007,2.00000,GEORGIA,"IRRIGATED, PART OF CROP"
HAY,2002,2.90000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2002,1.40000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.80000,WYOMING,"IRRIGATED, NONE OF CROP"
SUGARCANE,2002,36.90000,FLORIDA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,ALASKA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.00000,FLORIDA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,4.20000,TEXAS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.90000,VERMONT,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,ALABAMA,"IRRIGATED, ENTIRE CROP"
CORN,2012,19.80000,MARYLAND,"IRRIGATED, PART OF CROP"
HAY,2012,2.60000,MARYLAND,"IRRIGATED, ENTIRE CROP"
HAY,2012,3.50000,MARYLAND,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,MARYLAND,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,WEST VIRGINIA,"IRRIGATED, PART OF CROP"
CORN,2007,11.00000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,ALASKA,"IRRIGATED, ENTIRE CROP"
SUGARBEETS,2012,.00000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.50000,MICHIGAN,"IRRIGATED, PART OF CROP"
HAY,2012,1.70000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAY,2012,1.00000,MICHIGAN,"IRRIGATED, PART OF CROP"
HAY,2012,1.10000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAY,2007,2.30000,DELAWARE,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.20000,WYOMING,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,8.70000,GEORGIA,"IRRIGATED, PART OF CROP"
HAY,2012,3.50000,NEVADA,"IRRIGATED, NONE OF CROP"
HAY,2012,1.00000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,3.30000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2012,2.60000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,MAINE,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,MAINE,"IRRIGATED, NONE OF CROP"
HAY,2012,1.60000,MAINE,"IRRIGATED, NONE OF CROP"
HAY,2002,1.00000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,3.40000,GEORGIA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.50000,SOUTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.70000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
CORN,2007,20.40000,NORTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.30000,OREGON,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,GEORGIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,IOWA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,8.80000,OREGON,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.70000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAY,2002,1.20000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,10.70000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.70000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAY,2007,3.10000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.30000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,NEW HAMPSHIRE,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.40000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,NEW HAMPSHIRE,"IRRIGATED, PART OF CROP"
HAY,2007,1.50000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,MICHIGAN,"IRRIGATED, PART OF CROP"
CORN,2002,.00000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,VERMONT,"IRRIGATED, NONE OF CROP"
CORN,2002,.00000,CONNECTICUT,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,INDIANA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,FLORIDA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.00000,ALABAMA,"IRRIGATED, ENTIRE CROP"
CORN,2012,12.90000,MISSOURI,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,TEXAS,"IRRIGATED, PART OF CROP"
CORN,2002,26.00000,WASHINGTON,"IRRIGATED, PART OF CROP"
CORN,2007,17.40000,GEORGIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,6.40000,US TOTAL,"IRRIGATED, NONE OF CROP"
CORN,2007,.00000,IOWA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,6.50000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAY,2002,2.20000,WISCONSIN,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,7.70000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.30000,IDAHO,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,3.00000,GEORGIA,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.30000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.40000,WISCONSIN,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,ILLINOIS,"IRRIGATED, NONE OF CROP"
HAY,2002,1.40000,MONTANA,"IRRIGATED, PART OF CROP"
HAY,2002,2.90000,VIRGINIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,SOUTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,3.90000,COLORADO,"IRRIGATED, NONE OF CROP"
SUGARCANE,2007,2.00000,HAWAII,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,OHIO,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,NEW YORK,"IRRIGATED, PART OF CROP"
HAY,2007,2.40000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,1.20000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,2.40000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2007,2.40000,WISCONSIN,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2012,2.50000,LOUISIANA,"IRRIGATED, PART OF CROP"
HAY,2012,2.50000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.60000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,.00000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
CORN,2002,23.50000,OREGON,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,VERMONT,"IRRIGATED, PART OF CROP"
HAY,2002,1.00000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
CORN,2007,19.60000,TEXAS,"IRRIGATED, PART OF CROP"
HAY,2007,1.40000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
CORN,2002,16.10000,MICHIGAN,"IRRIGATED, PART OF CROP"
CORN,2002,.00000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,4.10000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAY,2007,2.30000,CALIFORNIA,"IRRIGATED, NONE OF CROP"
HAY,2007,4.10000,UTAH,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,6.30000,KANSAS,"IRRIGATED, ENTIRE CROP"
HAY,2002,6.90000,CALIFORNIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.10000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,4.40000,VIRGINIA,"IRRIGATED, NONE OF CROP"
CORN,2007,26.90000,TEXAS,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.40000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.30000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.20000,UTAH,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.00000,COLORADO,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,8.40000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAY,2002,2.70000,MICHIGAN,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,7.30000,GEORGIA,"IRRIGATED, NONE OF CROP"
SUGARBEETS,2007,21.90000,WYOMING,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,ALASKA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.40000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.40000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2007,2.30000,MONTANA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,3.50000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,5.00000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
SUGARBEETS,2012,25.50000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2012,3.70000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAY,2012,1.70000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,7.80000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,4.30000,MINNESOTA,"IRRIGATED, NONE OF CROP"
CORN,2002,.00000,VERMONT,"IRRIGATED, NONE OF CROP"
SUGARCANE,2002,.00000,TEXAS,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,5.50000,IDAHO,"IRRIGATED, NONE OF CROP"
HAY,2007,2.50000,IOWA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,3.30000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAY,2007,2.10000,VIRGINIA,"IRRIGATED, NONE OF CROP"
CORN,2007,15.40000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,6.80000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,5.50000,RHODE ISLAND,"IRRIGATED, NONE OF CROP"
CORN,2002,27.10000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAY,2007,3.70000,FLORIDA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.90000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
CORN,2012,7.00000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.20000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,5.50000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
CORN,2012,23.70000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2012,5.00000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAY,2012,2.40000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAY,2012,3.10000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.50000,MISSOURI,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,13.30000,MISSOURI,"IRRIGATED, ENTIRE CROP"
CORN,2002,20.30000,TENNESSEE,"IRRIGATED, PART OF CROP"
HAY,2012,.50000,NEVADA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
HAY,2002,2.70000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,ARKANSAS,"IRRIGATED, PART OF CROP"
HAY,2002,2.70000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,10.10000,FLORIDA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.80000,FLORIDA,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,NEW JERSEY,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.20000,NEW JERSEY,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,NEW JERSEY,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,NEW JERSEY,"IRRIGATED, PART OF CROP"
HAY,2007,1.80000,OREGON,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,1.70000,MONTANA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,2.80000,MONTANA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.20000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
SUGARBEETS,2007,38.60000,WASHINGTON,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.90000,OHIO,"IRRIGATED, NONE OF CROP"
HAY,2002,1.20000,OKLAHOMA,"IRRIGATED, PART OF CROP"
CORN,2007,.00000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.60000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2012,2.20000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.60000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAY,2002,5.00000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2007,2.10000,MARYLAND,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,5.70000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAY,2002,.90000,MONTANA,"IRRIGATED, NONE OF CROP"
CORN,2012,16.90000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.60000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.80000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAY,2007,2.10000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
CORN,2002,19.00000,WYOMING,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.40000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,6.50000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,5.70000,WASHINGTON,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,14.10000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,HAWAII,"IRRIGATED, NONE OF CROP"
HAY,2002,1.40000,OREGON,"IRRIGATED, NONE OF CROP"
HAY,2007,1.90000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2002,3.10000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
CORN,2012,20.10000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2007,2.40000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.30000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,6.40000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,9.40000,TEXAS,"IRRIGATED, PART OF CROP"
HAY,2007,5.30000,TEXAS,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.40000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,3.40000,NEW YORK,"IRRIGATED, PART OF CROP"
HAY,2007,2.50000,WYOMING,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,KENTUCKY,"IRRIGATED, PART OF CROP"
HAY,2007,1.50000,WISCONSIN,"IRRIGATED, NONE OF CROP"
CORN,2007,.00000,LOUISIANA,"IRRIGATED, PART OF CROP"
HAY,2007,3.00000,GEORGIA,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAY,2002,1.80000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
CORN,2002,11.50000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,VERMONT,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,3.40000,MONTANA,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,MASSACHUSETTS,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,1.80000,MASSACHUSETTS,"IRRIGATED, ENTIRE CROP"
CORN,2002,18.80000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,INDIANA,"IRRIGATED, ENTIRE CROP"
CORN,2012,15.60000,NEW YORK,"IRRIGATED, ENTIRE CROP"
CORN,2012,19.20000,NEW YORK,"IRRIGATED, PART OF CROP"
HAY,2002,1.90000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2012,1.60000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.00000,MONTANA,"IRRIGATED, NONE OF CROP"
HAY,2012,1.70000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,.00000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.30000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,4.30000,COLORADO,"IRRIGATED, PART OF CROP"
HAY,2012,2.40000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAY,2012,.70000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.90000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2007,4.40000,NEVADA,"IRRIGATED, ENTIRE CROP"
CORN,2007,11.30000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,.80000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.20000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.00000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2007,1.70000,GEORGIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,KENTUCKY,"IRRIGATED, PART OF CROP"
HAY,2007,5.50000,DELAWARE,"IRRIGATED, PART OF CROP"
HAY,2007,1.60000,SOUTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.20000,KENTUCKY,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.30000,ARKANSAS,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,ARIZONA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.10000,MONTANA,"IRRIGATED, PART OF CROP"
HAY,2012,1.30000,MONTANA,"IRRIGATED, PART OF CROP"
CORN,2007,.00000,MAINE,"IRRIGATED, PART OF CROP"
CORN,2007,22.20000,WISCONSIN,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,TENNESSEE,"IRRIGATED, PART OF CROP"
HAY,2002,3.30000,LOUISIANA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,7.10000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,6.50000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2002,2.70000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.40000,WYOMING,"IRRIGATED, NONE OF CROP"
HAY,2002,1.60000,MAINE,"IRRIGATED, NONE OF CROP"
CORN,2007,13.70000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2007,2.70000,WISCONSIN,"IRRIGATED, PART OF CROP"
HAY,2007,1.10000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.40000,MONTANA,"IRRIGATED, ENTIRE CROP"
CORN,2002,10.70000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.80000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.60000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,5.50000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,4.30000,PENNSYLVANIA,"IRRIGATED, ENTIRE CROP"
